id_municipio,municipio,ano,sexo,valor
Município (Código),Município,Ano,Sexo,
2505303,Curral Velho - PB,2010,Total,67.7
2505352,Damião - PB,2010,Total,64.5
2505402,Desterro - PB,2010,Total,77.4
2505501,Vista Serrana - PB,2010,Total,76.6
2505600,Diamante - PB,2010,Total,72.1
2505709,Dona Inês - PB,2010,Total,65.7
2505808,Duas Estradas - PB,2010,Total,72.5
2505907,Emas - PB,2010,Total,72.6
2506004,Esperança - PB,2010,Total,76.4
2506103,Fagundes - PB,2010,Total,70.8
2506202,Frei Martinho - PB,2010,Total,72.7
2506251,Gado Bravo - PB,2010,Total,70.2
2506301,Guarabira - PB,2010,Total,81.4
2506400,Gurinhém - PB,2010,Total,65.4
2506509,Gurjão - PB,2010,Total,80.6
2506608,Ibiara - PB,2010,Total,65.1
2506707,Imaculada - PB,2010,Total,72.4
2506806,Ingá - PB,2010,Total,66.4
2506905,Itabaiana - PB,2010,Total,74.5
2507002,Itaporanga - PB,2010,Total,78.9
2507101,Itapororoca - PB,2010,Total,69.2
2507200,Itatuba - PB,2010,Total,65.1
2507309,Jacaraú - PB,2010,Total,70.2
2507408,Jericó - PB,2010,Total,73.7
2507507,João Pessoa - PB,2010,Total,92.4
2507606,Juarez Távora - PB,2010,Total,67.5
2507705,Juazeirinho - PB,2010,Total,76.3
2507804,Junco do Seridó - PB,2010,Total,79.8
2507903,Juripiranga - PB,2010,Total,68.5
2508000,Juru - PB,2010,Total,70.0
2508109,Lagoa - PB,2010,Total,68.7
2508208,Lagoa de Dentro - PB,2010,Total,71.5
2508307,Lagoa Seca - PB,2010,Total,80.5
2508406,Lastro - PB,2010,Total,71.5
2508505,Livramento - PB,2010,Total,79.3
2508554,Logradouro - PB,2010,Total,68.9
2508604,Lucena - PB,2010,Total,76.7
2508703,Mãe d'Água - PB,2010,Total,72.0
2508802,Malta - PB,2010,Total,74.3
2508901,Mamanguape - PB,2010,Total,74.1
2509008,Manaíra - PB,2010,Total,67.2
2509057,Marcação - PB,2010,Total,68.9
2509107,Mari - PB,2010,Total,67.9
2509156,Marizópolis - PB,2010,Total,75.3
2509206,Massaranduba - PB,2010,Total,72.4
2509305,Mataraca - PB,2010,Total,76.0
2509339,Matinhas - PB,2010,Total,71.7
2509370,Mato Grosso - PB,2010,Total,62.6
2509396,Maturéia - PB,2010,Total,74.9
2509404,Mogeiro - PB,2010,Total,70.8
2509503,Montadas - PB,2010,Total,77.2
2509602,Monte Horebe - PB,2010,Total,73.0
2509701,Monteiro - PB,2010,Total,75.1
2509800,Mulungu - PB,2010,Total,67.3
2509909,Natuba - PB,2010,Total,64.9
2510006,Nazarezinho - PB,2010,Total,71.2
2510105,Nova Floresta - PB,2010,Total,74.1
2510204,Nova Olinda - PB,2010,Total,71.2
2510303,Nova Palmeira - PB,2010,Total,77.8
2510402,Olho d'Água - PB,2010,Total,69.8
2510501,Olivedos - PB,2010,Total,82.5
2510600,Ouro Velho - PB,2010,Total,79.1
2510659,Parari - PB,2010,Total,80.9
2510709,Passagem - PB,2010,Total,73.1
2510808,Patos - PB,2010,Total,82.9
2510907,Paulista - PB,2010,Total,70.6
2511004,Pedra Branca - PB,2010,Total,77.1
2511103,Pedra Lavrada - PB,2010,Total,74.6
2511202,Pedras de Fogo - PB,2010,Total,72.3
2511301,Piancó - PB,2010,Total,73.0
2511400,Picuí - PB,2010,Total,77.9
2511509,Pilar - PB,2010,Total,71.1
2511608,Pilões - PB,2010,Total,67.0
2511707,Pilõezinhos - PB,2010,Total,70.3
2511806,Pirpirituba - PB,2010,Total,72.6
2511905,Pitimbu - PB,2010,Total,74.6
2512002,Pocinhos - PB,2010,Total,77.3
2512036,Poço Dantas - PB,2010,Total,66.3
2512077,Poço de José de Moura - PB,2010,Total,75.4
2512101,Pombal - PB,2010,Total,76.0
2512200,Prata - PB,2010,Total,78.4
2512309,Princesa Isabel - PB,2010,Total,77.0
2512408,Puxinanã - PB,2010,Total,80.4
2512507,Queimadas - PB,2010,Total,79.5
2512606,Quixaba - PB,2010,Total,76.4
2512705,Remígio - PB,2010,Total,72.0
2512721,Pedro Régis - PB,2010,Total,61.3
2512747,Riachão - PB,2010,Total,72.4
2512754,Riachão do Bacamarte - PB,2010,Total,66.7
2512762,Riachão do Poço - PB,2010,Total,69.4
2512788,Riacho de Santo Antônio - PB,2010,Total,78.5
2512804,Riacho dos Cavalos - PB,2010,Total,70.1
2512903,Rio Tinto - PB,2010,Total,75.0
2513000,Salgadinho - PB,2010,Total,70.2
2513109,Salgado de São Félix - PB,2010,Total,65.9
2513158,Santa Cecília - PB,2010,Total,68.6
2513208,Santa Cruz - PB,2010,Total,73.9
2513307,Santa Helena - PB,2010,Total,76.3
2513356,Santa Inês - PB,2010,Total,70.8
2513406,Santa Luzia - PB,2010,Total,81.5
2513505,Santana de Mangueira - PB,2010,Total,66.7
2513604,Santana dos Garrotes - PB,2010,Total,67.7
2513653,Joca Claudino - PB,2010,Total,66.8
2513703,Santa Rita - PB,2010,Total,81.0
2513802,Santa Teresinha - PB,2010,Total,75.9
2513851,Santo André - PB,2010,Total,74.9
2513901,São Bento - PB,2010,Total,69.0
2513927,São Bentinho - PB,2010,Total,70.2
2513943,São Domingos do Cariri - PB,2010,Total,78.3
2513968,São Domingos - PB,2010,Total,64.4
2513984,São Francisco - PB,2010,Total,70.7
2514008,São João do Cariri - PB,2010,Total,82.6
2514107,São João do Tigre - PB,2010,Total,67.8
2514206,São José da Lagoa Tapada - PB,2010,Total,60.9
2514305,São José de Caiana - PB,2010,Total,70.4
2514404,São José de Espinharas - PB,2010,Total,70.5
2514453,São José dos Ramos - PB,2010,Total,65.3
2514503,São José de Piranhas - PB,2010,Total,77.3
2514552,São José de Princesa - PB,2010,Total,72.1
2514602,São José do Bonfim - PB,2010,Total,75.7
2514651,São José do Brejo do Cruz - PB,2010,Total,75.0
2514701,São José do Sabugi - PB,2010,Total,75.0
2514800,São José dos Cordeiros - PB,2010,Total,79.4
2514909,São Mamede - PB,2010,Total,77.3
2515005,São Miguel de Taipu - PB,2010,Total,62.5
2515104,São Sebastião de Lagoa de Roça - PB,2010,Total,76.4
2515203,São Sebastião do Umbuzeiro - PB,2010,Total,77.2
2515302,Sapé - PB,2010,Total,71.7
2515401,São Vicente do Seridó - PB,2010,Total,79.8
2515500,Serra Branca - PB,2010,Total,81.8
2515609,Serra da Raiz - PB,2010,Total,71.7
2515708,Serra Grande - PB,2010,Total,71.5
2515807,Serra Redonda - PB,2010,Total,71.1
2515906,Serraria - PB,2010,Total,63.0
2515930,Sertãozinho - PB,2010,Total,74.4
2515971,Sobrado - PB,2010,Total,69.9
2516003,Solânea - PB,2010,Total,71.5
2516102,Soledade - PB,2010,Total,81.5
2516151,Sossêgo - PB,2010,Total,71.7
2516201,Sousa - PB,2010,Total,79.3
2516300,Sumé - PB,2010,Total,76.3
2516409,Tacima - PB,2010,Total,72.1
2516508,Taperoá - PB,2010,Total,74.4
2516607,Tavares - PB,2010,Total,71.9
2516706,Teixeira - PB,2010,Total,78.1
2516755,Tenório - PB,2010,Total,72.6
2516805,Triunfo - PB,2010,Total,73.9
2516904,Uiraúna - PB,2010,Total,75.2
2517001,Umbuzeiro - PB,2010,Total,68.4
2517100,Várzea - PB,2010,Total,87.7
2517209,Vieirópolis - PB,2010,Total,65.1
2517407,Zabelê - PB,2010,Total,79.1
2600054,Abreu e Lima - PE,2010,Total,90.5
2600104,Afogados da Ingazeira - PE,2010,Total,79.0
2600203,Afrânio - PE,2010,Total,77.3
2600302,Agrestina - PE,2010,Total,70.6
2600401,Água Preta - PE,2010,Total,71.9
2600500,Águas Belas - PE,2010,Total,62.5
2600609,Alagoinha - PE,2010,Total,75.2
2600708,Aliança - PE,2010,Total,74.8
2600807,Altinho - PE,2010,Total,68.5
2600906,Amaraji - PE,2010,Total,71.7
2601003,Angelim - PE,2010,Total,69.5
2601052,Araçoiaba - PE,2010,Total,78.2
2601102,Araripina - PE,2010,Total,76.9
2601201,Arcoverde - PE,2010,Total,83.8
2601300,Barra de Guabiraba - PE,2010,Total,68.5
2601409,Barreiros - PE,2010,Total,77.8
2601508,Belém de Maria - PE,2010,Total,71.2
2601607,Belém do São Francisco - PE,2010,Total,80.1
2601706,Belo Jardim - PE,2010,Total,77.2
2601805,Betânia - PE,2010,Total,69.5
2601904,Bezerros - PE,2010,Total,74.3
2602001,Bodocó - PE,2010,Total,72.9
2602100,Bom Conselho - PE,2010,Total,68.8
2602209,Bom Jardim - PE,2010,Total,72.9
2602308,Bonito - PE,2010,Total,71.4
2602407,Brejão - PE,2010,Total,71.0
2602506,Brejinho - PE,2010,Total,77.0
2602605,Brejo da Madre de Deus - PE,2010,Total,70.5
2602704,Buenos Aires - PE,2010,Total,74.2
2602803,Buíque - PE,2010,Total,63.4
2602902,Cabo de Santo Agostinho - PE,2010,Total,87.8
2603009,Cabrobó - PE,2010,Total,78.4
2603108,Cachoeirinha - PE,2010,Total,70.6
2603207,Caetés - PE,2010,Total,65.5
2603306,Calçado - PE,2010,Total,70.9
2603405,Calumbi - PE,2010,Total,70.2
2603454,Camaragibe - PE,2010,Total,89.7
2603504,Camocim de São Félix - PE,2010,Total,71.2
2603603,Camutanga - PE,2010,Total,75.7
2603702,Canhotinho - PE,2010,Total,67.1
2603801,Capoeiras - PE,2010,Total,71.5
2603900,Carnaíba - PE,2010,Total,75.9
2603926,Carnaubeira da Penha - PE,2010,Total,74.7
2604007,Carpina - PE,2010,Total,85.1
2604106,Caruaru - PE,2010,Total,85.5
2604155,Casinhas - PE,2010,Total,71.8
2604205,Catende - PE,2010,Total,74.9
2604304,Cedro - PE,2010,Total,79.9
2604403,Chã de Alegria - PE,2010,Total,77.6
2604502,Chã Grande - PE,2010,Total,72.3
2604601,Condado - PE,2010,Total,75.1
2604700,Correntes - PE,2010,Total,70.3
2604809,Cortês - PE,2010,Total,74.1
2604908,Cumaru - PE,2010,Total,70.9
2605004,Cupira - PE,2010,Total,72.0
2605103,Custódia - PE,2010,Total,74.9
2605152,Dormentes - PE,2010,Total,76.6
2605202,Escada - PE,2010,Total,79.9
2605301,Exu - PE,2010,Total,77.1
2605400,Feira Nova - PE,2010,Total,73.7
2605459,Fernando de Noronha - PE,2010,Total,95.1
2605509,Ferreiros - PE,2010,Total,73.9
2605608,Flores - PE,2010,Total,70.0
2605707,Floresta - PE,2010,Total,83.1
2605806,Frei Miguelinho - PE,2010,Total,71.1
2605905,Gameleira - PE,2010,Total,76.0
2606002,Garanhuns - PE,2010,Total,83.8
2606101,Glória do Goitá - PE,2010,Total,72.7
2606200,Goiana - PE,2010,Total,82.5
2606309,Granito - PE,2010,Total,75.3
2606408,Gravatá - PE,2010,Total,79.5
2606507,Iati - PE,2010,Total,64.2
2606606,Ibimirim - PE,2010,Total,70.5
2606705,Ibirajuba - PE,2010,Total,68.4
2606804,Igarassu - PE,2010,Total,86.8
2606903,Iguaracy - PE,2010,Total,74.3
2607000,Inajá - PE,2010,Total,64.7
2607109,Ingazeira - PE,2010,Total,75.6
2607208,Ipojuca - PE,2010,Total,80.8
2607307,Ipubi - PE,2010,Total,73.1
2607406,Itacuruba - PE,2010,Total,80.5
2607505,Itaíba - PE,2010,Total,63.6
2607604,Ilha de Itamaracá - PE,2010,Total,85.8
2607653,Itambé - PE,2010,Total,72.3
2607703,Itapetim - PE,2010,Total,76.4
2607752,Itapissuma - PE,2010,Total,83.1
2607802,Itaquitinga - PE,2010,Total,74.4
2607901,Jaboatão dos Guararapes - PE,2010,Total,91.4
2607950,Jaqueira - PE,2010,Total,70.6
2608008,Jataúba - PE,2010,Total,68.5
2608057,Jatobá - PE,2010,Total,78.9
2608107,João Alfredo - PE,2010,Total,67.5
2608206,Joaquim Nabuco - PE,2010,Total,73.0
2608255,Jucati - PE,2010,Total,70.8
2608305,Jupi - PE,2010,Total,70.8
2608404,Jurema - PE,2010,Total,66.4
2608453,Lagoa do Carro - PE,2010,Total,78.2
2608503,Lagoa de Itaenga - PE,2010,Total,76.1
2608602,Lagoa do Ouro - PE,2010,Total,63.7
2608701,Lagoa dos Gatos - PE,2010,Total,65.0
2608750,Lagoa Grande - PE,2010,Total,78.0
2608800,Lajedo - PE,2010,Total,76.1
2608909,Limoeiro - PE,2010,Total,81.8
2609006,Macaparana - PE,2010,Total,71.4
2609105,Machados - PE,2010,Total,72.8
2609154,Manari - PE,2010,Total,63.6
2609204,Maraial - PE,2010,Total,68.0
2609303,Mirandiba - PE,2010,Total,77.8
2609402,Moreno - PE,2010,Total,84.3
2609501,Nazaré da Mata - PE,2010,Total,82.1
2609600,Olinda - PE,2010,Total,93.3
2609709,Orobó - PE,2010,Total,73.3
2609808,Orocó - PE,2010,Total,78.3
2609907,Ouricuri - PE,2010,Total,73.1
2610004,Palmares - PE,2010,Total,80.2
2610103,Palmeirina - PE,2010,Total,70.3
2610202,Panelas - PE,2010,Total,66.4
2610301,Paranatama - PE,2010,Total,66.4
2610400,Parnamirim - PE,2010,Total,77.5
2610509,Passira - PE,2010,Total,71.0
2610608,Paudalho - PE,2010,Total,80.6
2610707,Paulista - PE,2010,Total,94.1
2610806,Pedra - PE,2010,Total,69.8
2610905,Pesqueira - PE,2010,Total,76.6
2611002,Petrolândia - PE,2010,Total,83.2
2611101,Petrolina - PE,2010,Total,88.9
2611200,Poção - PE,2010,Total,69.5
2611309,Pombos - PE,2010,Total,73.7
2611408,Primavera - PE,2010,Total,73.8
2611507,Quipapá - PE,2010,Total,67.6
2611533,Quixaba - PE,2010,Total,75.0
2611606,Recife - PE,2010,Total,93.2
2611705,Riacho das Almas - PE,2010,Total,68.6
2611804,Ribeirão - PE,2010,Total,78.7
2611903,Rio Formoso - PE,2010,Total,79.4
2612000,Sairé - PE,2010,Total,70.0
2612109,Salgadinho - PE,2010,Total,60.1
2612208,Salgueiro - PE,2010,Total,85.0
2612307,Saloá - PE,2010,Total,68.1
2612406,Sanharó - PE,2010,Total,77.1
2612455,Santa Cruz - PE,2010,Total,70.4
2612471,Santa Cruz da Baixa Verde - PE,2010,Total,76.4
2612505,Santa Cruz do Capibaribe - PE,2010,Total,85.2
2612554,Santa Filomena - PE,2010,Total,71.1
2612604,Santa Maria da Boa Vista - PE,2010,Total,80.4
2612703,Santa Maria do Cambucá - PE,2010,Total,68.5
2612802,Santa Terezinha - PE,2010,Total,77.6
2612901,São Benedito do Sul - PE,2010,Total,69.0
2613008,São Bento do Una - PE,2010,Total,73.0
2613107,São Caitano - PE,2010,Total,73.5
2613206,São João - PE,2010,Total,70.6
2613305,São Joaquim do Monte - PE,2010,Total,68.4
2613404,São José da Coroa Grande - PE,2010,Total,77.8
2613503,São José do Belmonte - PE,2010,Total,74.2
2613602,São José do Egito - PE,2010,Total,79.8
2613701,São Lourenço da Mata - PE,2010,Total,85.1
2613800,São Vicente Férrer - PE,2010,Total,72.2
2613909,Serra Talhada - PE,2010,Total,80.3
2614006,Serrita - PE,2010,Total,76.2
2614105,Sertânia - PE,2010,Total,75.3
2614204,Sirinhaém - PE,2010,Total,76.4
2614303,Moreilândia - PE,2010,Total,77.3
2614402,Solidão - PE,2010,Total,76.9
2614501,Surubim - PE,2010,Total,77.3
2614600,Tabira - PE,2010,Total,78.7
2614709,Tacaimbó - PE,2010,Total,66.5
2614808,Tacaratu - PE,2010,Total,77.1
2614857,Tamandaré - PE,2010,Total,78.8
2615003,Taquaritinga do Norte - PE,2010,Total,79.2
2615102,Terezinha - PE,2010,Total,66.6
2615201,Terra Nova - PE,2010,Total,81.0
2615300,Timbaúba - PE,2010,Total,80.3
2615409,Toritama - PE,2010,Total,80.9
2615508,Tracunhaém - PE,2010,Total,76.8
2615607,Trindade - PE,2010,Total,77.1
2615706,Triunfo - PE,2010,Total,84.6
2615805,Tupanatinga - PE,2010,Total,65.9
2615904,Tuparetama - PE,2010,Total,80.6
2616001,Venturosa - PE,2010,Total,74.3
2616100,Verdejante - PE,2010,Total,76.0
2616183,Vertente do Lério - PE,2010,Total,70.2
2616209,Vertentes - PE,2010,Total,77.6
2616308,Vicência - PE,2010,Total,78.6
2616407,Vitória de Santo Antão - PE,2010,Total,79.7
2616506,Xexéu - PE,2010,Total,69.9
2700102,Água Branca - AL,2010,Total,72.1
2700201,Anadia - AL,2010,Total,67.1
2700300,Arapiraca - AL,2010,Total,79.4
2700409,Atalaia - AL,2010,Total,69.3
2700508,Barra de Santo Antônio - AL,2010,Total,74.4
2700607,Barra de São Miguel - AL,2010,Total,78.0
2700706,Batalha - AL,2010,Total,72.3
2700805,Belém - AL,2010,Total,69.6
2700904,Belo Monte - AL,2010,Total,65.8
2701001,Boca da Mata - AL,2010,Total,75.6
2701100,Branquinha - AL,2010,Total,62.3
2701209,Cacimbinhas - AL,2010,Total,62.9
2701308,Cajueiro - AL,2010,Total,69.0
2701357,Campestre - AL,2010,Total,70.2
2701407,Campo Alegre - AL,2010,Total,75.5
2701506,Campo Grande - AL,2010,Total,64.3
2701605,Canapi - AL,2010,Total,64.0
2701704,Capela - AL,2010,Total,71.4
2701803,Carneiros - AL,2010,Total,72.5
2701902,Chã Preta - AL,2010,Total,68.2
2702009,Coité do Nóia - AL,2010,Total,65.2
2702108,Colônia Leopoldina - AL,2010,Total,68.0
2702207,Coqueiro Seco - AL,2010,Total,73.7
2702306,Coruripe - AL,2010,Total,78.8
2702355,Craíbas - AL,2010,Total,64.2
2702405,Delmiro Gouveia - AL,2010,Total,78.1
2702504,Dois Riachos - AL,2010,Total,64.1
2702553,Estrela de Alagoas - AL,2010,Total,62.9
2702603,Feira Grande - AL,2010,Total,64.7
2702702,Feliz Deserto - AL,2010,Total,69.9
2702801,Flexeiras - AL,2010,Total,71.1
2702900,Girau do Ponciano - AL,2010,Total,67.4
2703007,Ibateguara - AL,2010,Total,65.9
2703106,Igaci - AL,2010,Total,64.9
2703205,Igreja Nova - AL,2010,Total,66.0
2703304,Inhapi - AL,2010,Total,63.7
2703403,Jacaré dos Homens - AL,2010,Total,74.3
2703502,Jacuípe - AL,2010,Total,72.3
2703601,Japaratinga - AL,2010,Total,72.6
2703700,Jaramataia - AL,2010,Total,64.6
2703759,Jequiá da Praia - AL,2010,Total,75.0
2703809,Joaquim Gomes - AL,2010,Total,63.7
2703908,Jundiá - AL,2010,Total,69.7
2704005,Junqueiro - AL,2010,Total,71.0
2704104,Lagoa da Canoa - AL,2010,Total,64.3
2704203,Limoeiro de Anadia - AL,2010,Total,68.1
2704302,Maceió - AL,2010,Total,88.7
2704401,Major Isidoro - AL,2010,Total,67.3
2704500,Maragogi - AL,2010,Total,72.7
2704609,Maravilha - AL,2010,Total,72.4
2704708,Marechal Deodoro - AL,2010,Total,79.7
2704807,Maribondo - AL,2010,Total,73.0
2704906,Mar Vermelho - AL,2010,Total,73.1
2705002,Mata Grande - AL,2010,Total,64.2
2705101,Matriz de Camaragibe - AL,2010,Total,71.5
2705200,Messias - AL,2010,Total,73.1
2705309,Minador do Negrão - AL,2010,Total,59.5
2705408,Monteirópolis - AL,2010,Total,66.1
2705507,Murici - AL,2010,Total,72.1
2705606,Novo Lino - AL,2010,Total,67.0
2705705,Olho d'Água das Flores - AL,2010,Total,73.1
2705804,Olho d'Água do Casado - AL,2010,Total,67.3
2705903,Olho d'Água Grande - AL,2010,Total,61.3
2706000,Olivença - AL,2010,Total,67.3
2706109,Ouro Branco - AL,2010,Total,71.8
2706208,Palestina - AL,2010,Total,69.1
2706307,Palmeira dos Índios - AL,2010,Total,77.2
2706406,Pão de Açúcar - AL,2010,Total,71.8
2706422,Pariconha - AL,2010,Total,71.2
2706448,Paripueira - AL,2010,Total,77.2
2706505,Passo de Camaragibe - AL,2010,Total,70.8
2706604,Paulo Jacinto - AL,2010,Total,71.0
2706703,Penedo - AL,2010,Total,79.1
2706802,Piaçabuçu - AL,2010,Total,71.0
2706901,Pilar - AL,2010,Total,77.3
2707008,Pindoba - AL,2010,Total,67.3
2707107,Piranhas - AL,2010,Total,72.5
2707206,Poço das Trincheiras - AL,2010,Total,69.7
2707305,Porto Calvo - AL,2010,Total,74.1
2707404,Porto de Pedras - AL,2010,Total,70.2
2707503,Porto Real do Colégio - AL,2010,Total,68.1
2707602,Quebrangulo - AL,2010,Total,71.2
2707701,Rio Largo - AL,2010,Total,82.9
2707800,Roteiro - AL,2010,Total,66.2
2707909,Santa Luzia do Norte - AL,2010,Total,79.0
2708006,Santana do Ipanema - AL,2010,Total,73.3
2708105,Santana do Mundaú - AL,2010,Total,65.3
2708204,São Brás - AL,2010,Total,69.0
2708303,São José da Laje - AL,2010,Total,72.2
2708402,São José da Tapera - AL,2010,Total,67.0
2708501,São Luís do Quitunde - AL,2010,Total,68.9
2708600,São Miguel dos Campos - AL,2010,Total,80.6
2708709,São Miguel dos Milagres - AL,2010,Total,73.7
2708808,São Sebastião - AL,2010,Total,66.3
2708907,Satuba - AL,2010,Total,82.6
2708956,Senador Rui Palmeira - AL,2010,Total,66.8
2709004,Tanque d'Arca - AL,2010,Total,65.2
2709103,Taquarana - AL,2010,Total,66.0
2709152,Teotônio Vilela - AL,2010,Total,74.4
2709202,Traipu - AL,2010,Total,60.0
2709301,União dos Palmares - AL,2010,Total,70.9
2709400,Viçosa - AL,2010,Total,69.4
2800100,Amparo do São Francisco - SE,2010,Total,78.7
2800209,Aquidabã - SE,2010,Total,72.8
2800308,Aracaju - SE,2010,Total,93.7
2800407,Arauá - SE,2010,Total,75.2
2800506,Areia Branca - SE,2010,Total,77.9
2800605,Barra dos Coqueiros - SE,2010,Total,87.7
2800670,Boquim - SE,2010,Total,78.1
2800704,Brejo Grande - SE,2010,Total,71.7
2801009,Campo do Brito - SE,2010,Total,74.8
2801108,Canhoba - SE,2010,Total,69.8
2801207,Canindé de São Francisco - SE,2010,Total,73.2
2801306,Capela - SE,2010,Total,77.2
2801405,Carira - SE,2010,Total,68.4
2801504,Carmópolis - SE,2010,Total,86.4
2801603,Cedro de São João - SE,2010,Total,80.3
2801702,Cristinápolis - SE,2010,Total,72.8
2801900,Cumbe - SE,2010,Total,76.2
2802007,Divina Pastora - SE,2010,Total,79.1
2802106,Estância - SE,2010,Total,83.4
2802205,Feira Nova - SE,2010,Total,72.6
2802304,Frei Paulo - SE,2010,Total,75.8
2802403,Gararu - SE,2010,Total,72.1
2802502,General Maynard - SE,2010,Total,86.1
2802601,Graccho Cardoso - SE,2010,Total,72.9
2802700,Ilha das Flores - SE,2010,Total,76.3
2802809,Indiaroba - SE,2010,Total,75.6
2802908,Itabaiana - SE,2010,Total,80.3
2803005,Itabaianinha - SE,2010,Total,73.1
2803104,Itabi - SE,2010,Total,71.9
2803203,Itaporanga d'Ajuda - SE,2010,Total,77.5
2803302,Japaratuba - SE,2010,Total,81.5
2803401,Japoatã - SE,2010,Total,71.5
2803500,Lagarto - SE,2010,Total,77.2
2803609,Laranjeiras - SE,2010,Total,85.7
2803708,Macambira - SE,2010,Total,71.7
2803807,Malhada dos Bois - SE,2010,Total,78.5
2803906,Malhador - SE,2010,Total,77.7
2804003,Maruim - SE,2010,Total,83.7
2804102,Moita Bonita - SE,2010,Total,75.9
2804201,Monte Alegre de Sergipe - SE,2010,Total,69.0
2804300,Muribeca - SE,2010,Total,77.4
2804409,Neópolis - SE,2010,Total,78.8
2804458,Nossa Senhora Aparecida - SE,2010,Total,66.0
2804508,Nossa Senhora da Glória - SE,2010,Total,75.8
2804607,Nossa Senhora das Dores - SE,2010,Total,74.1
2804706,Nossa Senhora de Lourdes - SE,2010,Total,73.9
2804805,Nossa Senhora do Socorro - SE,2010,Total,90.1
2804904,Pacatuba - SE,2010,Total,72.8
2805000,Pedra Mole - SE,2010,Total,74.8
2805109,Pedrinhas - SE,2010,Total,75.8
2805208,Pinhão - SE,2010,Total,72.7
2805307,Pirambu - SE,2010,Total,81.9
2805406,Poço Redondo - SE,2010,Total,67.8
2805505,Poço Verde - SE,2010,Total,73.2
2805604,Porto da Folha - SE,2010,Total,71.5
2805703,Propriá - SE,2010,Total,82.8
2805802,Riachão do Dantas - SE,2010,Total,73.4
2805901,Riachuelo - SE,2010,Total,84.5
2806008,Ribeirópolis - SE,2010,Total,74.1
2806107,Rosário do Catete - SE,2010,Total,87.0
2806206,Salgado - SE,2010,Total,75.0
2806305,Santa Luzia do Itanhy - SE,2010,Total,70.8
2806404,Santana do São Francisco - SE,2010,Total,80.7
2806503,Santa Rosa de Lima - SE,2010,Total,75.6
2806602,Santo Amaro das Brotas - SE,2010,Total,82.9
2806701,São Cristóvão - SE,2010,Total,88.1
2806800,São Domingos - SE,2010,Total,70.2
2806909,São Francisco - SE,2010,Total,76.0
2807006,São Miguel do Aleixo - SE,2010,Total,69.8
2807105,Simão Dias - SE,2010,Total,75.9
2807204,Siriri - SE,2010,Total,81.1
2807303,Telha - SE,2010,Total,75.5
2807402,Tobias Barreto - SE,2010,Total,73.9
2807501,Tomar do Geru - SE,2010,Total,71.2
2807600,Umbaúba - SE,2010,Total,77.5
2900108,Abaíra - BA,2010,Total,81.9
2900207,Abaré - BA,2010,Total,75.6
2900306,Acajutiba - BA,2010,Total,79.7
2900355,Adustina - BA,2010,Total,68.3
2900405,Água Fria - BA,2010,Total,75.3
2900504,Érico Cardoso - BA,2010,Total,72.3
2900603,Aiquara - BA,2010,Total,77.9
2900702,Alagoinhas - BA,2010,Total,90.4
2900801,Alcobaça - BA,2010,Total,78.8
2900900,Almadina - BA,2010,Total,71.0
2901007,Amargosa - BA,2010,Total,81.0
2901106,Amélia Rodrigues - BA,2010,Total,87.7
2901155,América Dourada - BA,2010,Total,75.0
2901205,Anagé - BA,2010,Total,69.0
2901304,Andaraí - BA,2010,Total,76.0
2901353,Andorinha - BA,2010,Total,76.5
2901403,Angical - BA,2010,Total,77.9
2901502,Anguera - BA,2010,Total,78.6
2901601,Antas - BA,2010,Total,73.9
2901700,Antônio Cardoso - BA,2010,Total,73.2
2901809,Antônio Gonçalves - BA,2010,Total,82.2
2901908,Aporá - BA,2010,Total,75.0
2901957,Apuarema - BA,2010,Total,71.4
2902005,Aracatu - BA,2010,Total,73.3
2902054,Araçás - BA,2010,Total,79.0
2902104,Araci - BA,2010,Total,68.2
2902203,Aramari - BA,2010,Total,81.9
2902252,Arataca - BA,2010,Total,71.4
2902302,Aratuípe - BA,2010,Total,77.2
2902401,Aurelino Leal - BA,2010,Total,75.4
2902500,Baianópolis - BA,2010,Total,72.3
2902609,Baixa Grande - BA,2010,Total,76.9
2902658,Banzaê - BA,2010,Total,76.3
2902708,Barra - BA,2010,Total,78.3
2902807,Barra da Estiva - BA,2010,Total,83.8
2902906,Barra do Choça - BA,2010,Total,75.0
2903003,Barra do Mendes - BA,2010,Total,86.7
2903102,Barra do Rocha - BA,2010,Total,75.1
2903201,Barreiras - BA,2010,Total,90.5
2903235,Barro Alto - BA,2010,Total,83.7
2903276,Barrocas - BA,2010,Total,81.6
2903300,Barro Preto - BA,2010,Total,75.7
2903409,Belmonte - BA,2010,Total,77.2
2903508,Belo Campo - BA,2010,Total,76.0
2903607,Biritinga - BA,2010,Total,75.7
2903706,Boa Nova - BA,2010,Total,71.7
2903805,Boa Vista do Tupim - BA,2010,Total,72.8
2903904,Bom Jesus da Lapa - BA,2010,Total,82.3
2903953,Bom Jesus da Serra - BA,2010,Total,75.1
2904001,Boninal - BA,2010,Total,80.2
2904050,Bonito - BA,2010,Total,82.4
2904100,Boquira - BA,2010,Total,76.7
2904209,Botuporã - BA,2010,Total,76.2
2904308,Brejões - BA,2010,Total,78.2
2904407,Brejolândia - BA,2010,Total,75.9
2904506,Brotas de Macaúbas - BA,2010,Total,80.2
2904605,Brumado - BA,2010,Total,85.1
2904704,Buerarema - BA,2010,Total,78.7
2904753,Buritirama - BA,2010,Total,76.3
